Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,    Mississippi Republican Robert Foster refuses to allow women journalists to cover his campaign because he’s a rape-culture-promoting moral weakling who can’t trust himself not to harrass and rape women,
,,,Republican,,,    https://www.theguardian.com/us-news/2019/jul/10/female-journalist-told-she-needs-male-chaperone-to-cover-politicians-campaign,
,,,Republican,,,    Conservative anti-historian Dinesh D’Souza - domestic violence http://www.thesmokinggun.com/sites/default/files/assets/dixiedsouzaletter.pdf,
,,,Republican,,,    Missouri GOP state Rep Barry Hovis said date rapes were consensual rapes. He says he misspoke but context shows he meant what he said. https://thehill.com/homenews/state-watch/444351-gop-lawmaker-says-he-misspoke-when-he-talked-of-consensual-rape,
,,,Republican,,,    CA GOP Rep. Joel Anderson was reprimanded for sexually harassing& threatening a woman lobbyist. https://www.sandiegouniontribune.com/news/politics/sd-me-anderson-reprimand-20180925-story.html,
,,,Republican,,,    ID GOP Rep James Holtzclaw - sexual harassment,
,,,Republican,,,    https://www.idahostatesman.com/news/politics-government/state-politics/article189466574.html,
,,,Republican,,,    KY GOP Rep. Jim Stewart III - sexual harassment,
,,,Republican,,,    https://www.courier-journal.com/story/news/politics/2018/03/16/memo-details-allegations-jim-stewart-iii-sexually-harassed-staffer-2015/431989002/,
,,,Republican,,,"    OH state Rep Bill Seitz, GOP, sexually offensive jokes about women legislators",
,,,Republican,,,    https://www.nbc4i.com/news/politics/two-ohio-lawmakers-apologize-for-crude-remarks-at-going-away-party/,
,,,Republican,,,"    OH state Sen. Mark Huffman, GOP, sexually offensive jokes about women legislators",
,,,Republican,,,    https://www.nbc4i.com/news/politics/two-ohio-lawmakers-apologize-for-crude-remarks-at-going-away-party/,
,,,Republican,,,    OH state Rep. Michael Henne - sexually offensive statement ito group,
,,,Republican,,,    https://www.cleveland.com/open/2017/11/state_rep_michael_henne_was_or.html,
,,,Republican,,,"    Andrew Knarr, GOP legislative aid to CO state Sen. Smallwood was fired for joking about sexual assault https://www.denverpost.com/2018/03/22/jim-smallwood-aide-fired-sexual-harassment/",
,,,Republican,,,"    Oregon GOP Rep Bill Post ® sexual harassment, touching a women under the table and mocking sexual assault victims",
,,,Republican,,,    https://www.portlandmercury.com/blogtown/2018/10/08/23498934/oregon-gop-rep-bill-post-mocks-sexual-assault-victims-on-twitter,
,,,Republican,,,"    Omar Navarro, GOP Congressional candidate from California, accused of hiring Jacob Wohl to harass and threaten ex-girlfriend and former staffer https://www.thedailybeast.com/did-a-far-right-star-recruit-jacob-wohl-to-terrorize-women?ref=home",
,,,Republican,,,    GOP Rep. Steve King of Iowa thinks humanity would not exist without rape and incest.  Yay Rape! Yay Incest!,
,,,Republican,,,    https://www.thedailybeast.com/rep-steve-king-humanity-wouldnt-exist-without-rape-incest,
,,,Republican,,,"    Paxton Singer, youth pastor at anti-gay church - sexual exploitation of a minor. https://www.newsweek.com/pastor-gay-paxton-singer-harvest-bible-chapel-1454872",
,,,Republican,,,    GOP Oregon Senate candidate Monica Wehby was accused of stalking and harassment,
,,,Republican,,,,
,,,Republican,,,https://www.csmonitor.com/USA/Elections/Senate/2014/0524/Domestic-spats-dog-GOP-senate-candidate-Monica-Wehby-in-Oregon,
,,,Republican,,,,
,,,Republican,,,    Gary Wiggins,
,,,Republican,,,    and Meghan Wiggins who run anti-gay converstion therapy “homes” have been indicted for trafficking boys.,
,,,Republican,,,    https://www.burnetbulletin.com/articles/2019/08/22/boys-home-operators-indicted-human-trafficking,
,,,Republican,,,"    Phillip Todd Wilson, an anti-gay high school principal who banned books with gay content was charged with 30 counts of having and sharing chid pornography. Ironicaly, he claimed books with gay characters wre pornographic.",
,,,Republican,,,    https://www.courier-journal.com/story/news/local/2019/08/29/kentucky-principal-facing-child-porn-charges-once-banned-books/2149974001/,
,,,Republican,,,"    Joshua Powell, former NRA executive director of general operations and advisor to Wayne LaPierre, sexual harassment",
,,,Republican,,,    https://washingtonpress.com/2019/08/30/a-top-nra-official-has-been-exposed-quietly-settling-two-sex-harassment-complaints/,
,,,Republican,,,    GOP House candidate Daniel Rodimer likes to “fuck people up” He claims he was standing up to a bully but police and witnesses say he was harassing women and attacked a man who asked him to leave them alone,
,,,Republican,,,    https://www.thedailybeast.com/dan-rodimer-a-former-wrestling-star-involved-in-a-waffle-house-assault-is-running-for-congress,
,,,Republican,,,"    Infamous homophobe & intermittent Trump supporter, conspiracist Rev. James Manning accused of abusing students",
,,,Republican,,,    https://www.wnyc.org/story/private-school-within-harlem-church-faces-abuse-accusations/,
,,,Republican,,,    Pennsylvania Republican State Senator Mike Folmer resigned from his Senate seat after being charged with possession of child pornography,
,,,Republican,,,    https://www.pennlive.com/news/2019/09/pa-senator-resigns-day-after-being-charged-with-possession-child-pornography.html,
,,,Republican,,,"    GOP Assemblyman Bill Brough has been asked by the party to withdraw due to multiple complaints of sexual harassment, ethics charges relating to use of campaign fund.",
,,,Republican,,,    https://www.ocregister.com/2019/09/16/orange-county-gop-asks-embattled-assemblyman-bill-brough-to-bow-out-of-2020-election/,
,,,Republican,,,    Butler Twp fiscal officer & GOP county treasurer Mark Adams resigned after sexual harassment allegations.,
,,,Republican,,,    https://www.daytondailynews.com/news/local/township-official-leave-office-after-accusations/XiAC6iTBrxyVT5KN4Clq2L/,
,,,Republican,,,    Vanderburgh County Prosecutor Nick Hermann (GOP) accused of retaliation for reporting sexual harassment allegation against him.,
,,,Republican,,,    https://www.courierpress.com/story/news/local/2019/05/29/vanderburgh-county-prosecutor-nick-hermann-accused-sexual-harassment-ex-employee/1270312001/,
,,,Republican,,,"    Sacramento County Sheriff and failed GOP congressional candidate Scott Robert Jones accused of sexual harassment (He’s a real shitbird, ties to hate group)  @Netflix, what were you thinking?",
,,,Republican,,,    https://www.sacbee.com/news/local/article230987608.html ,
,,,Republican,,,"    By a party line vote, Senate confirmed conservative judge Kenneth Lee with racist, sexist, homophobic history who called sexual harassment/assault allegations “irrelevant pouting”",
,,,Republican,,,    https://www.politico.com/story/2019/03/04/kenneth-lee-9th-circuit-1202707,
,,,Republican,,,"    Conservative lobbyist Richard McIntosh worked with GOP legislators in MO to craft Title IX legislation with a “rape equals regret” bias against victims, assuming rape/assault allegations are false. Turns out his son was expelled under such a proceeding. The law would allow his son to appeal to commission on which his mother sits",
,,,Republican,,,    https://www.kansascity.com/news/politics-government/article228733614.html,
,,,Republican,,,"    Former Republican candidate for Idaho governor Steven Pankey  indicted for kidnapping and murder of 12-year-old girl in 1984. Her body was found July 2019. He was suspected at the time due to prior rape allegation, He was convicted Nov 2022",
,,,Republican,,,    https://gazette.com/news/courts/steven-pankey-convicted-of-kidnapping-felony-murder-in-jonelle-matthews-1984-disappearance/article_83be8fd8-5055-5b66-859d-3b31713bdcf2.html,
,,,Republican,,,    The Southern Baptist Church has become increasingly tied to Republicans due to their opposition to gay rights and abortion. There is a database of over 200 convicted sexual predators among their leadership. https://www.newsweek.com/southern-baptist-sexual-abuse-rape-predators-scandal-church-christian-leaders-1325750,
,,,Republican,,,"    D-list actress and Trump cheerleader Stacey Dash was arrested for domestic, Claims self-defense abusehttps://www.tmz.com/2019/09/30/stacey-dash-arrested-for-domestic-violence/",
,,,Republican,,,"    Greg May, the businessman who appears in GOP Gov Matt Bevins ad, settled two sexual misconduct lawsuits. The ad has been pulled by the Republican Governors Association.",
,,,Republican,,,    https://www.apnews.com/921f7d4eec4e405e87b622fe045b5455,
,,,Republican,,,"    Cory Green, new GOP candidate for Utah’s 1st district, claims he is as innocent as Kavanaugh He pled guilty to sexual battery.",
,,,Republican,,,    https://www.sltrib.com/news/politics/2019/09/18/utah-congressional/,
,,,Republican,,,    Texas GOP Rep. Jodie Laubenberg and anti-abortion activist promotes rape culture by claiming rape kits prevent pregnancy so there is no need for rape exemption to abortion bans.  ,
,,,Republican,,,    https://www.politifact.com/texas/statements/2013/jun/24/jodie-laubenberg/jodie-laubenberg-says-texas-rape-kit-dilation-and-/,
,,,Republican,,,"    While Eric Lin was thanking God everyday that Trump was president, he was also plotting to kidnap a woman and keep her captive, also planned to exterminate Latinos.",
,,,Republican,,,    Trigger Warning on this story,
,,,Republican,,,    https://lawandcrime.com/high-profile/i-thank-god-everyday-donald-john-trump-is-president-fbi-arrests-neo-nazi-for-allegedly-threatening-hispanic-women/,
,,,Republican,,,"    Evangelical Pastor Thomas Bruce, often retweeted Laura Ingraham, murdered one woman, raped two others. https://washingtonpress.com/2018/11/23/a-trump-obsessed-pastor-just-shot-a-woman-dead-and-sodomized-two-others-in-horrific-sex-assault/",
,,,Republican,,,"    Paul Edward Acton Bowen: Alabama Evangelical religious leader. He founded Acton Bowen Outreach. He is also a convicted child molester serving time in prison. He was sentenced to consecutive maximum sentences, more than 1,000 years in prison.",
,,,Republican,,,    https://www.al.com/news/birmingham/2019/12/prosecutors-want-evangelist-acton-bowen-declared-a-sexually-violent-predator.html,
,,,Republican,,,"    Paul Petersen, AZ Republican Maricopa County Assessor, indicted for human trafficking and selling chidren. Although one hopes the children went to  loving homes, selling children for adoption is illegal for many reasons, including the lack of investigation of adoptive families.",
,,,Republican,,,    https://www.ksl.com/article/46652706/utah-ag-charges-arizona-elected-official-with-felony-human-smuggling,
,,,Republican,,,"    NJ GOP Senator Jon Bramnick makes a living enabling sexual predators clean up their records so they can prey again. Until recently, he bragged about his success discrediting victims of sexual assault",
,,,Republican,,,    https://www.politico.com/states/new-jersey/story/2019/10/10/bramnick-strategy-to-discredit-sexual-assault-accusers-disgusting-murphy-says-1225532,
,,,Republican,,,"    Peter O’Rourke, Florida GOP Executive Director, retaliated against whistleblowers, covered up sexual harassment complaints, political meddling at the VA",
,,,Republican,,,    https://www.politico.com/states/florida/story/2019/10/24/florida-gop-official-accused-of-misdeeds-and-retaliation-while-at-va-1225979?src=ilaw,
,,,Republican,,,    SC Sheriff R. A. Strickland arrested for punching a woman in the face.,
,,,Republican,,,    https://www.postandcourier.com/news/colleton-county-sheriff-arrested-on-domestic-violence-charge/article_535e9d30-0332-11ea-9874-8be1f8832886.html,
,,,Republican,,,    VA Republican Delegate S. Vance Wilkins retired nearly 20 years ago for sexual harassment & paying off an accuser. He was recently reported to be thinking of a comeback.Still a party player,
,,,Republican,,,    https://www.newsadvance.com/news/local/former-house-speaker-vance-wilkins-eyes-return-to-politics/article_60b4f340-9d07-11e3-9c47-0017a43b2370.html,
,,,Republican,,,"    Jennifer Van Laar, California GOP campaign advisor and alleged journalist posted explicit photos of Katie Hill, sexual cyberexploitation, to end her career.  https://www.lamag.com/citythinkblog/katie-hill-jennifer-van-laar/",
,,,Republican,,,"    East Haven,CT spent a lot of money defending, then settling Republican Mayor Joseph Maturo against sexual harassment charges. More allegations have come in.He retired this year. Wonder why?  https://www.ctnewsjunkie.com/archives/entry/20180912_east_haven_settles_sexual_harassment_case_against_mayor/",
,,,Republican,,,"    Clark Co, WA GOP elected Dan Clark, a convicted child predator, to chair their Bylaws and Resolutions Committee even though they know his history. This is a seriously creepy predator.  https://mavenroundtable.io/theintellectualist/news/washington-state-republicans-elect-alleged-child-predator-as-committee-chairman",
